lemma,language_code,status
lecture,en,PENDING
lecturer,en,PENDING
less,en,PENDING
level,en,PENDING
likely,en,PENDING
limit,en,PENDING
limited,en,PENDING
line,en,PENDING
link,en,PENDING
list,en,PENDING
literature,en,PENDING
look,en,PENDING
loss,en,PENDING
low,en,PENDING
lower,en,PENDING
mai,en,PENDING
maintai,en,PENDING
major,en,PENDING
majority,en,PENDING
male,en,PENDING
many pro,en,PENDING
many,en,PENDING
material,en,PENDING
maximum,en,PENDING
may,en,PENDING
means,en,PENDING
measure,en,PENDING
mechanism,en,PENDING
memory,en,PENDING
mental,en,PENDING
mentio,en,PENDING
method,en,PENDING
middle,en,PENDING
might,en,PENDING
model,en,PENDING
moder,en,PENDING
module,en,PENDING
moment,en,PENDING
motivatio,en,PENDING
move,en,PENDING
movement,en,PENDING
national,en,PENDING
natural,en,PENDING
nature,en,PENDING
necessarily,en,PENDING
need,en,PENDING
negative,en,PENDING
nevertheless,en,PENDING
new,en,PENDING
normal,en,PENDING
note,en,PENDING
notio,en,PENDING
number,en,PENDING
object,en,PENDING
objective,en,PENDING
observatio,en,PENDING
observe,en,PENDING
obvious,en,PENDING
obviously,en,PENDING
occur,en,PENDING
ofte,en,PENDING
ok,en,PENDING
operate,en,PENDING
operatio,en,PENDING
optio,en,PENDING
order,en,PENDING
organizatio,en,PENDING
origi,en,PENDING
outcome,en,PENDING
output,en,PENDING
parallel,en,PENDING
part,en,PENDING
particular,en,PENDING
particularly,en,PENDING
partly,en,PENDING
patter,en,PENDING
per cent,en,PENDING
per,en,PENDING
perceive,en,PENDING
perfectly,en,PENDING
perform,en,PENDING
perhaps,en,PENDING
period,en,PENDING
perspective,en,PENDING
phase,en,PENDING
phenomeno,en,PENDING
physical,en,PENDING
picture,en,PENDING
point,en,PENDING
popular,en,PENDING
populatio,en,PENDING
positio,en,PENDING
positive,en,PENDING
possibility,en,PENDING
possible,en,PENDING
potential,en,PENDING
potentially,en,PENDING
power,en,PENDING
powerful,en,PENDING
practical,en,PENDING
practice,en,PENDING
precisely,en,PENDING
predict,en,PENDING
prefer,en,PENDING
presence,en,PENDING
pressure,en,PENDING
prevent,en,PENDING
previous,en,PENDING
primary,en,PENDING
principle,en,PENDING
probability,en,PENDING
problem,en,PENDING
procedure,en,PENDING
process,en,PENDING
produce,en,PENDING
product,en,PENDING
productio,en,PENDING
professional,en,PENDING
progress,en,PENDING
proportio,en,PENDING
publish,en,PENDING
pure,en,PENDING
purpose,en,PENDING
quality,en,PENDING
quantity,en,PENDING
questio,en,PENDING
quickly,en,PENDING
quote,en,PENDING
random,en,PENDING
range,en,PENDING
rapidly,en,PENDING
rate,en,PENDING
rather,en,PENDING
ratio,en,PENDING
rational,en,PENDING
reach,en,PENDING
react,en,PENDING
reactio,en,PENDING
read,en,PENDING
reading,en,PENDING
real,en,PENDING
reality,en,PENDING
reaso,en,PENDING
recognitio,en,PENDING
recognize,en,PENDING
reduce,en,PENDING
refer,en,PENDING
reference,en,PENDING
reflect,en,PENDING
reflectio,en,PENDING
reject,en,PENDING
related,en,PENDING
relatio,en,PENDING
relationship,en,PENDING
relatively,en,PENDING
relevant,en,PENDING
rely,en,PENDING
represent,en,PENDING
representatio,en,PENDING
require,en,PENDING
research,en,PENDING
resource,en,PENDING
respond,en,PENDING
response,en,PENDING
result,en,PENDING
risk,en,PENDING
role,en,PENDING
roughly,en,PENDING
rule,en,PENDING
same pro,en,PENDING
sample,en,PENDING
scale,en,PENDING
science,en,PENDING
scientific,en,PENDING
secondly,en,PENDING
sectio,en,PENDING
seminar,en,PENDING
sense,en,PENDING
sequence,en,PENDING
series,en,PENDING
sessio,en,PENDING
set,en,PENDING
sexual,en,PENDING
shape,en,PENDING
sheet,en,PENDING
shift,en,PENDING
show,en,PENDING
sig,en,PENDING
significance,en,PENDING
significant,en,PENDING
similar,en,PENDING
simple,en,PENDING
simply,en,PENDING
single,en,PENDING
situatio,en,PENDING
skill,en,PENDING
slide,en,PENDING
slightly,en,PENDING
small,en,PENDING
so,en,PENDING
so-called,en,PENDING
social,en,PENDING
society,en,PENDING
solutio,en,PENDING
somehow,en,PENDING
sometimes,en,PENDING
sort,en,PENDING
source,en,PENDING
space,en,PENDING
specific,en,PENDING
split,en,PENDING
spread,en,PENDING
stable,en,PENDING
stage,en,PENDING
standard,en,PENDING
state,en,PENDING
story,en,PENDING
straightforward,en,PENDING
strategy,en,PENDING
strength,en,PENDING
stress,en,PENDING
structural,en,PENDING
structure,en,PENDING
student,en,PENDING
study,en,PENDING
style,en,PENDING
subject,en,PENDING
such,en,PENDING
suggest,en,PENDING
sum,en,PENDING
summary,en,PENDING
supply,en,PENDING
suppose,en,PENDING
survival,en,PENDING
symbol,en,PENDING
system,en,PENDING
talk,en,PENDING
target,en,PENDING
task,en,PENDING
teach,en,PENDING
teacher,en,PENDING
technical,en,PENDING
technique,en,PENDING
technology,en,PENDING
tend,en,PENDING
tendency,en,PENDING
term,en,PENDING
terms,en,PENDING
test,en,PENDING
text,en,PENDING
textbook,en,PENDING
theme,en,PENDING
theoretical,en,PENDING
theory,en,PENDING
therefore,en,PENDING
thing,en,PENDING
thought,en,PENDING
throughout,en,PENDING
title,en,PENDING
together,en,PENDING
topic,en,PENDING
total,en,PENDING
trace,en,PENDING
traditional,en,PENDING
transfer,en,PENDING
treat,en,PENDING
treatment,en,PENDING
trend,en,PENDING
true,en,PENDING
trust,en,PENDING
try,en,PENDING
tutor,en,PENDING
type,en,PENDING
typical,en,PENDING
typically,en,PENDING
underlying,en,PENDING
understand,en,PENDING
understanding,en,PENDING
unit,en,PENDING
university,en,PENDING
upper,en,PENDING
use,en,PENDING
used,en,PENDING
useful,en,PENDING
value,en,PENDING
variable,en,PENDING
variatio,en,PENDING
variety,en,PENDING
various,en,PENDING
vary,en,PENDING
versio,en,PENDING
very,en,PENDING
view,en,PENDING
volume,en,PENDING
way,en,PENDING
welfare,en,PENDING
whatever pro,en,PENDING
whatever,en,PENDING
whereas,en,PENDING
whole,en,PENDING
withi,en,PENDING
word,en,PENDING
world,en,PENDING
write,en,PENDING
